# Atomic data from Jitrik & Bunge (2004)
# Damping constants calculated by J.-K. Krogager
# Generated:  2021-07-21 22:19:15.558941
# --------------------------------------------------------------------
# line-ID        ion         wl_cen     f_ij        gamma      mass
#                            Angstrom               s^-1       m_u
# --------------------------------------------------------------------
CrI_1573.70      CrI        1573.7040  2.00e-03  2.291e+07  49.946
ScI_1573         ScI        1573.9802  8.75e-04  3.890e+07  44.956
CrI_1574         CrI        1574.5240  1.09e-03  1.445e+07  49.946
CoII_1574        CoII       1574.5508  3.56e-02  5.248e+08  58.933
CrI_1574.6       CrI        1574.6080  1.52e-04  2.754e+07  49.946
CrI_1574.7       CrI        1574.7330  1.97e-03  1.995e+07  49.946
CrI_1574.8       CrI        1574.8299  5.14e-04  6.457e+07  49.946
SiI_1575         SiI        1575.1274  3.40e-02  6.607e+07  28.085
CrI_1576         CrI        1576.1999  8.61e-04  1.445e+07  49.946
CrI_1576.5       CrI        1576.4998  7.24e-04  8.710e+06  49.946
CrI_1576.51      CrI        1576.5122  3.10e-04  3.981e+07  49.946
CrI_1576.9       CrI        1576.8961  1.44e-03  1.778e+07  49.946
MnI_1577         MnI        1577.9944  4.29e-03  2.692e+07  54.938
CrI_1578         CrI        1578.0930  1.42e-03  1.288e+07  49.946
CoII_1578        CoII       1578.6733  7.79e-04  3.890e+08  58.933
CoII_1579        CoII       1579.6121  1.05e-03  3.467e+08  58.933
ScI_1580         ScI        1580.6028  3.10e-04  5.754e+06  44.956
SiI_1584         SiI        1584.0207  3.15e-03  1.288e+07  28.085
SiI_1584.9       SiI        1584.8524  1.02e-03  5.754e+07  28.085
FeII_1588        FeII       1588.6874  1.48e-04  3.802e+08  55.847
SiI_1589         SiI        1589.1733  6.93e-02  1.230e+08  28.085
ScI_1590         ScI        1590.1740  4.58e-04  3.890e+06  44.956
SiI_1592         SiI        1592.0205  1.54e-02  2.089e+07  28.085
MnI_1592         MnI        1592.6836  2.50e-04  1.288e+07  54.938
SiI_1595         SiI        1595.7553  2.90e-02  7.943e+07  28.085
ScIII_1598       ScIII      1598.0011  1.77e-02  6.026e+08  44.956
CaI_1598         CaI        1598.4215  3.04e-02  1.122e+08  39.963
CaI_1601         CaI        1601.7073  1.26e-04  1.230e+07  39.963
CaI_1602         CaI        1602.4814  2.34e-04  3.981e+07  39.963
CaI_1603         CaI        1603.1990  3.37e-04  4.169e+07  39.963
CaI_1603.9       CaI        1603.9400  5.14e-04  4.266e+07  39.963
ScI_1604         ScI        1604.0087  2.49e-04  4.677e+06  44.956
FeII_1608        FeII       1608.4508  5.81e-02  3.090e+08  55.847
CaI_1608         CaI        1608.8909  1.51e-04  3.236e+07  39.963
FeI_1610         FeI        1610.1169  2.36e-04  2.138e+08  55.847
ScIII_1610       ScIII      1610.1945  8.47e-02  5.888e+08  44.956
FeII_1611        FeII       1611.2003  1.36e-03  3.090e+08  55.847
FeI_1612         FeI        1612.4614  2.18e-04  1.318e+08  55.847
CaI_1613         CaI        1613.4109  3.18e-04  1.096e+07  39.963
SiI_1614         SiI        1614.5665  6.50e-03  6.918e+07  28.085
SiI_1615         SiI        1615.9892  3.20e-03  2.512e+07  28.085
FeI_1618         FeI        1618.8842  2.76e-04  2.455e+07  55.847
CaI_1619         CaI        1619.5066  3.63e-04  1.023e+07  39.963
FeI_1620         FeI        1620.9179  1.71e-04  4.898e+07  55.847
FeI_1621         FeI        1621.3168  1.23e-03  4.169e+07  55.847
CuI_1621         CuI        1621.6420  3.01e-03  4.365e+06  62.930
CuI_1621.6       CuI        1621.6420  1.79e-03  5.495e+06  62.930
CaI_1622         CaI        1622.0008  3.75e-04  4.786e+06  39.963
SiI_1623         SiI        1623.4971  3.36e-03  4.898e+07  28.085
CuI_1624         CuI        1624.6249  7.98e-04  1.585e+06  62.930
CuI_1624.6       CuI        1624.6249  5.51e-04  2.455e+06  62.930
SiI_1625         SiI        1625.7051  1.47e-01  1.862e+08  28.085
ScI_1626         ScI        1626.0691  2.07e-03  9.772e+06  44.956
CuI_1628         CuI        1628.4656  5.71e-04  2.570e+06  62.930
CuI_1628.5       CuI        1628.4855  7.80e-04  1.585e+06  62.930
MgI_1629         MgI        1629.5790  1.10e-04  3.467e+05  24.305
MgI_1630         MgI        1630.5090  1.28e-04  4.074e+05  24.305
CaI_1631         CaI        1631.1444  5.25e-04  6.166e+06  39.963
SiI_1631         SiI        1631.1705  2.34e-02  1.023e+08  28.085
MgI_1631         MgI        1631.6090  1.50e-04  4.786e+05  24.305
CaI_1632         CaI        1632.6160  1.49e-04  5.495e+06  39.963
MgI_1632         MgI        1632.9240  1.78e-04  5.623e+05  24.305
CuI_1633         CuI        1633.5374  7.26e-04  6.457e+06  62.930
CuI_1633.6       CuI        1633.5831  9.48e-04  4.169e+06  62.930
MgI_1634         MgI        1634.5150  2.14e-04  6.761e+05  24.305
FeI_1634         FeI        1634.6867  2.04e-03  2.512e+07  55.847
FeI_1635         FeI        1635.1639  1.18e-03  1.175e+07  55.847
MgI_1636         MgI        1636.4650  2.59e-04  8.128e+05  24.305
MgI_1638         MgI        1638.8890  3.19e-04  1.000e+06  24.305
CuI_1640         CuI        1640.4356  1.05e-03  8.128e+06  62.930
CuI_1640.5       CuI        1640.5182  1.31e-03  4.898e+06  62.930
MgI_1641         MgI        1641.9570  3.99e-04  1.259e+06  24.305
MgI_1645         MgI        1645.9240  5.07e-04  1.585e+06  24.305
CaI_1647         CaI        1647.1876  7.78e-04  1.000e+07  39.963
CaII_1649        CaII       1649.8579  5.20e-04  2.951e+07  39.963
CuI_1650         CuI        1650.1329  1.71e-03  1.288e+07  62.930
CuI_1650.3       CuI        1650.2993  2.03e-03  7.244e+06  62.930
FeI_1651         FeI        1651.1564  5.33e-04  5.012e+08  55.847
MgI_1651         MgI        1651.1640  6.58e-04  2.089e+06  24.305
CaII_1651        CaII       1651.9909  2.59e-04  2.818e+07  39.963
CI_1656          CI         1656.9280  1.43e-01  3.981e+08  12.011
MgI_1658         MgI        1658.3120  8.77e-04  2.754e+06  24.305
CaI_1658         CaI        1658.3748  7.35e-04  1.175e+07  39.963
BeI_1661         BeI        1661.4790  1.00e-01  8.710e+07  9.012
ScI_1664         ScI        1664.1593  4.16e-03  1.660e+07  44.956
CuI_1664         CuI        1664.3133  3.36e-03  2.512e+07  62.930
CuI_1664.7       CuI        1664.7195  3.66e-03  1.318e+07  62.930
FeI_1665         FeI        1665.1145  1.65e-04  1.622e+07  55.847
SiI_1666         SiI        1666.3760  2.19e-02  7.586e+07  28.085
CoI_1668         CoI        1668.1171  2.15e-03  1.230e+07  58.933
CaI_1670         CaI        1670.0480  4.63e-04  1.445e+07  39.963
FeI_1670         FeI        1670.1213  4.62e-04  4.677e+07  55.847
CrI_1670         CrI        1670.7321  6.18e-04  9.120e+06  49.946
FeI_1672         FeI        1672.3848  4.87e-04  7.244e+07  55.847
CrI_1675         CrI        1675.0419  1.11e-04  6.310e+06  49.946
FeI_1675         FeI        1675.6247  2.46e-04  2.754e+07  55.847
SiI_1676         SiI        1676.8207  3.84e-03  5.754e+07  28.085
FeI_1680         FeI        1680.5762  2.70e-03  1.413e+08  55.847
FeI_1680.8       FeI        1680.7677  2.70e-03  2.630e+07  55.847
FeI_1682         FeI        1682.9682  1.40e-04  3.890e+07  55.847
CuI_1685         CuI        1685.6951  9.31e-03  7.079e+07  62.930
FeI_1685         FeI        1685.8329  1.10e-03  1.660e+07  55.847
CuI_1687         CuI        1687.0527  9.27e-03  4.898e+07  62.930
SiI_1687         SiI        1687.0920  4.68e-03  4.898e+07  28.085
FeI_1687         FeI        1687.3398  1.10e-04  1.820e+07  55.847
CaI_1689         CaI        1689.2748  4.21e-03  1.778e+07  39.963
SiI_1693         SiI        1693.2930  8.71e-02  2.951e+08  28.085
CaI_1694         CaI        1694.6030  1.24e-04  1.259e+07  39.963
NiI_1697         NiI        1697.9016  4.60e-04  4.571e+08  57.935
SiI_1700         SiI        1700.6360  3.98e-02  1.318e+08  28.085
FeI_1701         FeI        1701.9067  3.71e-04  3.162e+07  55.847
FeI_1702         FeI        1702.7131  5.27e-04  4.786e+07  55.847
CuI_1703         CuI        1703.8428  6.27e-03  7.762e+08  62.930
FeI_1704         FeI        1704.3191  1.04e-02  7.244e+07  55.847
FeI_1706         FeI        1706.2063  2.20e-03  1.549e+07  55.847
NiI_1708         NiI        1708.3605  1.54e-04  3.236e+07  57.935
FeI_1709         FeI        1709.9483  1.80e-03  4.074e+07  55.847
CuI_1713         CuI        1713.3635  4.14e-02  3.548e+08  62.930
FeI_1719         FeI        1719.7790  8.83e-03  3.311e+07  55.847
NiI_1720         NiI        1720.1233  2.16e-04  5.370e+07  57.935
FeI_1723         FeI        1723.1425  4.83e-03  5.623e+07  55.847
CuI_1725         CuI        1725.6681  1.95e-02  8.128e+07  62.930
FeI_1731         FeI        1731.1873  2.71e-03  2.630e+07  55.847
MnI_1732         MnI        1732.4405  1.73e-04  9.772e+06  54.938
MnI_1732.5       MnI        1732.5107  2.43e-04  9.120e+06  54.938
MnI_1732.6       MnI        1732.6008  2.96e-04  8.511e+06  54.938
NiI_1739         NiI        1739.0038  2.45e-02  8.511e+07  57.935
ScI_1739         ScI        1739.0155  1.56e-01  2.630e+08  44.956
CuI_1741         CuI        1741.5759  4.67e-02  4.786e+08  62.930
FeI_1743         FeI        1743.8668  1.22e-04  1.479e+07  55.847
NiI_1746         NiI        1746.6678  2.43e-02  5.754e+07  57.935
NiI_1748         NiI        1748.0966  3.14e-03  1.445e+07  57.935
FeI_1749         FeI        1749.2141  4.71e-04  1.585e+07  55.847
FeI_1749.8       FeI        1749.7860  1.51e-04  2.239e+07  55.847
FeI_1752         FeI        1752.4077  1.26e-04  9.550e+06  55.847
NiI_1754         NiI        1754.8843  4.43e-04  6.457e+07  57.935
NiI_1756         NiI        1756.3925  4.90e-04  1.585e+07  57.935
FeI_1757         FeI        1757.8269  7.11e-04  1.096e+07  55.847
FeI_1758         FeI        1758.3548  2.60e-03  1.995e+07  55.847
FeI_1761         FeI        1761.9064  1.74e-04  7.079e+06  55.847
FeI_1762         FeI        1762.6632  1.36e-03  1.175e+07  55.847
FeI_1763         FeI        1763.4419  4.24e-04  7.079e+06  55.847
SiI_1763         SiI        1763.6607  8.13e-03  5.129e+07  28.085
CaI_1765         CaI        1765.1939  1.69e-02  3.715e+07  39.963
ScI_1766         ScI        1766.1479  5.73e-04  3.548e+07  44.956
FeI_1768         FeI        1768.1882  4.96e-04  8.318e+06  55.847
FeI_1768.6       FeI        1768.6094  7.76e-04  8.318e+06  55.847
FeI_1769         FeI        1769.8189  8.57e-04  7.762e+06  55.847
ScI_1770         ScI        1770.0055  1.50e-03  3.981e+07  44.956
ScI_1770.3       ScI        1770.3220  5.15e-04  2.138e+07  44.956
NiII_1772        NiII       1772.2801  1.03e-04  4.169e+08  57.935
ScI_1772         ScI        1772.6096  5.82e-04  2.692e+07  44.956
ScI_1772.7       ScI        1772.7353  4.02e-04  1.950e+07  44.956
CuI_1774         CuI        1774.8201  1.47e-01  6.026e+08  62.930
NiI_1774         NiI        1774.9655  3.26e-03  2.630e+07  57.935
NiI_1777         NiI        1777.3989  1.42e-03  2.455e+07  57.935
NiI_1777.8       NiI        1777.7918  4.63e-04  2.512e+07  57.935
NiI_1778.0       NiI        1777.9742  4.02e-03  2.344e+07  57.935
NiI_1778         NiI        1778.5590  1.94e-03  1.905e+07  57.935
ScI_1780         ScI        1780.6268  5.79e-04  1.202e+07  44.956
ScI_1781         ScI        1781.0391  6.49e-04  1.585e+07  44.956
NiII_1783        NiII       1783.3176  1.27e-03  4.169e+08  57.935
MnI_1785         MnI        1785.3115  1.47e-02  4.571e+07  54.938
MnI_1785.5       MnI        1785.4526  1.08e-02  4.571e+07  54.938
MnI_1785.8       MnI        1785.8131  7.16e-03  4.571e+07  54.938
CaI_1786         CaI        1786.2789  7.06e-04  2.951e+07  39.963
CaI_1787         CaI        1787.4187  1.90e-03  3.388e+07  39.963
CaI_1788         CaI        1788.8192  1.53e-03  3.467e+07  39.963
ScI_1792         ScI        1792.5644  4.01e-04  1.259e+07  44.956
NiI_1793         NiI        1793.6633  1.50e-04  1.778e+07  57.935
ScI_1796         ScI        1796.1060  1.13e-03  1.148e+07  44.956
ScI_1796.7       ScI        1796.7127  3.32e-03  2.138e+07  44.956
ScI_1797         ScI        1797.0873  3.44e-04  6.310e+06  44.956
SI_1807          SI         1807.3113  1.44e-01  8.511e+08  32.067
SiII_1808        SiII       1808.0126  2.08e-03  8.511e+05  28.085
CuI_1817         CuI        1817.2645  2.10e-03  6.607e+07  62.930
NiII_1817        NiII       1817.5635  1.62e-04  3.890e+08  57.935
SiI_1822         SiI        1822.4550  6.31e-03  1.479e+08  28.085
CrII_1825        CrII       1825.3345  1.21e-04  2.344e+08  49.946
CuI_1825         CuI        1825.3478  5.09e-02  3.020e+08  62.930
BI_1825          BI         1825.8960  1.49e-01  1.905e+08  10.813
MgI_1827         MgI        1827.9351  2.40e-02  4.074e+07  24.305
NiI_1831         NiI        1831.2783  4.22e-04  1.905e+07  57.935
NiI_1833         NiI        1833.3717  2.04e-04  1.259e+07  57.935
CoI_1838         CoI        1838.2833  1.36e-02  1.230e+08  58.933
FeI_1839         FeI        1839.6758  2.52e-04  8.511e+07  55.847
SiI_1841         SiI        1841.1520  2.29e-02  8.710e+07  28.085
FeI_1841         FeI        1841.5752  3.47e-04  8.318e+07  55.847
FeI_1842.0       FeI        1841.9926  1.29e-04  8.913e+07  55.847
CoI_1842         CoI        1842.3782  2.23e-02  8.710e+07  58.933
NiII_1842        NiII       1842.8889  9.08e-04  3.890e+08  57.935
SiI_1845         SiI        1845.5200  2.29e-01  3.548e+08  28.085
ScI_1848         ScI        1848.0872  4.17e-04  2.570e+07  44.956
CoI_1848         CoI        1848.4828  3.10e-02  6.918e+07  58.933
ScI_1848.7       ScI        1848.7159  2.73e-04  8.318e+06  44.956
ScI_1849         ScI        1849.1124  6.56e-04  1.380e+07  44.956
FeI_1851         FeI        1851.2491  1.10e-03  6.026e+07  55.847
FeI_1851.4       FeI        1851.3804  1.02e-03  5.012e+06  55.847
FeI_1851.7       FeI        1851.6901  1.71e-02  2.138e+08  55.847
FeI_1855         FeI        1855.5793  2.78e-03  6.918e+07  55.847
FeI_1855.9       FeI        1855.9140  3.23e-04  3.236e+06  55.847
FeI_1859         FeI        1859.2631  2.27e-04  9.550e+07  55.847
ScI_1861         ScI        1861.7016  1.24e-03  1.549e+07  44.956
ScI_1861.8       ScI        1861.8472  1.02e-04  2.818e+06  44.956
ScI_1861.9       ScI        1861.9443  8.77e-04  5.129e+06  44.956
ScI_1862.0       ScI        1861.9998  1.09e-04  4.571e+06  44.956
FeI_1863         FeI        1863.5481  3.80e-04  1.000e+08  55.847
FeI_1865         FeI        1865.3093  1.26e-02  8.913e+07  55.847
TiII_1865        TiII       1865.7668  1.51e-03  2.570e+08  45.953
FeI_1866         FeI        1866.1413  7.39e-04  3.981e+07  55.847
TiII_1867        TiII       1867.2397  2.33e-04  2.570e+08  45.953
FeI_1873         FeI        1873.0577  3.47e-03  9.120e+07  55.847
SiI_1873         SiI        1873.1030  2.60e-03  1.950e+08  28.085
MnI_1875         MnI        1875.7752  5.01e-04  1.698e+07  54.938
MnI_1876         MnI        1876.4727  9.01e-04  1.622e+07  54.938
CoI_1877         CoI        1877.3708  2.16e-03  2.042e+07  58.933
MnI_1877         MnI        1877.5367  1.53e-03  1.445e+07  54.938
CaI_1883         CaI        1883.2392  7.11e-02  1.202e+08  39.963
FeI_1883         FeI        1883.7788  9.57e-03  6.310e+07  55.847
CoI_1884         CoI        1884.4633  8.02e-04  1.778e+07  58.933
CoI_1889         CoI        1889.6186  4.09e-04  1.660e+07  58.933
MnI_1891         MnI        1891.4288  2.09e-04  6.607e+07  54.938
NiII_1896        NiII       1896.1498  9.05e-04  3.631e+08  57.935
TiII_1905        TiII       1905.7819  1.02e-02  1.820e+08  45.953
TiII_1906        TiII       1906.2363  1.73e-02  4.074e+08  45.953
CrI_1910         CrI        1910.5481  3.60e-02  6.310e+07  49.946
CrI_1910.5       CrI        1910.5481  1.13e-02  4.074e+07  49.946
CrI_1910.55      CrI        1910.5481  2.68e-02  6.166e+07  49.946
TiII_1910        TiII       1910.6123  1.04e-01  4.365e+08  45.953
TiII_1911.0      TiII       1910.9903  8.45e-02  1.622e+08  45.953
FeI_1915         FeI        1915.2234  1.60e-04  1.622e+08  55.847
VII_1916         VII        1916.3997  1.40e-04  2.884e+08  49.947
FeI_1924         FeI        1924.2203  1.16e-04  1.259e+08  55.847
CoI_1926         CoI        1926.9075  1.47e-04  4.266e+07  58.933
CoI_1930         CoI        1930.3785  1.94e-04  3.715e+07  58.933
FeI_1934         FeI        1934.5350  1.11e-02  1.122e+08  55.847
FeI_1937         FeI        1937.2683  9.46e-03  5.370e+07  55.847
CrI_1940         CrI        1940.4514  4.09e-03  1.148e+07  49.946
CrI_1940.6       CrI        1940.5606  3.15e-03  1.148e+07  49.946
CrI_1940.64      CrI        1940.6397  2.23e-03  1.148e+07  49.946
CoII_1941        CoII       1941.2852  3.88e-02  5.495e+08  58.933
FeI_1946         FeI        1946.2274  1.17e-03  4.467e+07  55.847
FeI_1946.8       FeI        1946.8392  1.90e-03  5.129e+07  55.847
FeI_1947.0       FeI        1946.9878  7.72e-03  5.248e+07  55.847
MnI_1949         MnI        1949.1122  1.55e-04  1.622e+07  54.938
NiI_1956         NiI        1956.0032  9.74e-04  1.950e+08  57.935
FeI_1957         FeI        1957.8426  7.41e-03  4.266e+07  55.847
FeI_1960         FeI        1960.1440  1.61e-02  4.677e+07  55.847
CoI_1961         CoI        1961.5629  3.08e-03  4.786e+07  58.933
CoI_1963         CoI        1963.3779  5.09e-04  4.467e+07  58.933
NiI_1968         NiI        1968.9185  2.60e-03  1.905e+08  57.935
CoI_1970         CoI        1970.7689  3.66e-03  7.079e+07  58.933
FeI_1975         FeI        1975.1771  1.42e-04  1.778e+07  55.847
SiI_1977         SiI        1977.5979  4.91e-02  8.913e+07  28.085
VII_1981         VII        1981.2267  2.28e-04  2.291e+08  49.947
CoII_1984        CoII       1984.8468  2.39e-04  4.266e+08  58.933
CrI_1992         CrI        1992.1509  1.76e-03  5.370e+06  49.946
CrI_1992.6       CrI        1992.6273  1.38e-03  3.890e+06  49.946
NiI_1994         NiI        1994.2967  2.67e-03  3.890e+07  57.935
MnI_1996         MnI        1996.0390  1.83e-02  1.995e+08  54.938
FeI_1997         FeI        1997.9144  2.55e-04  1.660e+07  55.847
CoII_1998        CoII       1998.5473  3.44e-04  3.548e+08  58.933
MnI_1999         MnI        1999.4956  2.72e-02  1.995e+08  54.938
MnI_2004         MnI        2004.4828  3.60e-02  1.995e+08  54.938
FeI_2007         FeI        2007.8202  1.29e-04  1.479e+07  55.847
VI_2011          VI         2011.1531  1.19e-02  2.291e+08  49.947
CrII_2011        CrII       2011.8162  5.06e-04  2.291e+08  49.946
CoII_2012        CoII       2012.1611  3.68e-02  4.074e+08  58.933
VI_2012          VI         2012.5235  1.20e-03  3.020e+08  49.947
CrII_2014        CrII       2014.2703  1.27e-04  2.455e+08  49.946
CrII_2017        CrII       2017.5690  1.15e-04  2.344e+08  49.946
CuI_2024         CuI        2024.9776  8.85e-03  4.074e+07  62.930
CuI_2025.0       CuI        2024.9904  9.88e-03  4.786e+07  62.930
CrII_2026        CrII       2026.2685  1.30e-03  2.138e+08  49.946
CoII_2026        CoII       2026.4066  1.25e-02  3.890e+08  58.933
NiI_2027         NiI        2027.2404  1.85e-02  1.318e+08  57.935
CoI_2032         CoI        2032.6172  9.57e-04  2.042e+07  58.933
FeI_2035         FeI        2035.2082  4.22e-04  3.548e+07  55.847
TiI_2035         TiI        2035.5615  1.14e-04  1.820e+07  45.953
TiI_2036         TiI        2036.6827  1.52e-03  1.023e+08  45.953
TiI_2037         TiI        2037.4769  6.46e-03  1.096e+08  45.953
YI_2039          YI         2039.0536  2.00e-03  8.913e+06  88.906
CrII_2040        CrII       2040.5694  1.47e-03  2.089e+08  49.946
CaI_2051         CaI        2051.0112  3.31e-04  5.943e+07  39.963
YI_2051          YI         2051.6213  5.44e-03  3.162e+07  88.906
NiI_2052         NiI        2052.7311  6.35e-03  2.291e+07  57.935
NiI_2054         NiI        2054.5673  3.68e-04  2.512e+07  57.935
CaI_2054         CaI        2054.6608  4.57e-04  5.675e+06  39.963
TiI_2056         TiI        2056.3590  1.84e-02  6.026e+07  45.953
CaI_2059         CaI        2059.2617  5.62e-04  4.416e+06  39.963
CoII_2059        CoII       2059.4707  7.51e-03  3.236e+08  58.933
TiI_2060         TiI        2060.0585  3.85e-03  4.169e+07  45.953
CrII_2062        CrII       2062.2343  7.80e-02  4.266e+08  49.946
TiI_2063         TiI        2063.5329  1.01e-02  3.890e+07  45.953
CaI_2065         CaI        2065.1728  7.76e-04  4.477e+06  39.963
TiI_2065         TiI        2065.7715  6.58e-04  2.570e+07  45.953
TiI_2065.8       TiI        2065.7869  1.07e-04  3.236e+07  45.953
CrII_2066        CrII       2066.1610  5.15e-02  4.266e+08  49.946
BIII_2066        BIII       2066.4360  2.38e-01  1.862e+08  10.813
YI_2067          YI         2067.9410  9.22e-03  1.738e+07  88.906
CoI_2069         CoI        2069.6622  2.08e-03  1.288e+08  58.933
CaI_2072         CaI        2072.9453  1.15e-03  5.458e+06  39.963
TiI_2073         TiI        2073.1339  2.00e-03  4.677e+07  45.953
CoI_2073         CoI        2073.9461  9.25e-03  1.288e+08  58.933
FeI_2078         FeI        2078.0115  1.62e-03  1.175e+08  55.847
CaI_2083         CaI        2083.4423  1.78e-03  9.016e+06  39.963
FeI_2084         FeI        2084.7846  1.89e-02  3.981e+08  55.847
FeI_2086         FeI        2086.3761  4.92e-04  8.128e+07  55.847
BI_2089          BI         2089.5585  4.97e-02  4.571e+07  10.813
CoI_2090         CoI        2090.3454  2.62e-04  1.259e+08  58.933
FeI_2090         FeI        2090.5392  1.65e-04  2.291e+07  55.847
YI_2091          YI         2091.3244  1.56e-03  1.122e+07  88.906
FeI_2091         FeI        2091.5200  1.61e-04  3.311e+07  55.847
CoII_2091        CoII       2091.7224  3.18e-04  3.802e+08  58.933
MnI_2092         MnI        2092.8231  8.95e-03  5.754e+06  54.938
MnI_2093         MnI        2093.1663  4.37e-04  1.148e+07  54.938
MnI_2094         MnI        2094.0686  4.18e-04  6.310e+06  54.938
CrI_2095         CrI        2095.6150  9.88e-04  6.761e+06  49.946
CrI_2096         CrI        2096.0674  7.33e-04  6.761e+06  49.946
CrI_2096.6       CrI        2096.5500  5.31e-04  6.607e+06  49.946
CaI_2098         CaI        2098.1031  3.02e-03  1.180e+07  39.963
MnI_2098         MnI        2098.2201  6.48e-04  8.511e+06  54.938
FeI_2100         FeI        2100.5705  4.83e-04  5.248e+07  55.847
FeI_2101         FeI        2101.2797  1.18e-04  3.802e+07  55.847
FeI_2108         FeI        2108.8047  9.74e-04  7.079e+07  55.847
CoI_2109         CoI        2109.8988  7.73e-04  1.230e+08  58.933
MnI_2110         MnI        2110.2585  5.65e-03  9.333e+06  54.938
CoII_2112        CoII       2112.1139  3.28e-03  3.802e+08  58.933
ScI_2113         ScI        2113.5157  2.25e-03  4.898e+07  44.956
TiI_2114         TiI        2114.9747  9.46e-04  9.550e+07  45.953
ScI_2117         ScI        2117.3189  1.70e-02  5.012e+07  44.956
TiI_2119         TiI        2119.2048  7.98e-03  8.710e+07  45.953
CaI_2119         CaI        2119.3463  5.62e-03  8.710e+06  39.963
VII_2122         VII        2122.7821  9.95e-04  1.738e+08  49.947
NiI_2126         NiI        2126.2978  1.89e-03  3.467e+07  57.935
FeI_2127         FeI        2127.2807  1.22e-04  3.548e+07  55.847
FeI_2132         FeI        2132.6899  5.20e-03  6.310e+07  55.847
YI_2132          YI         2132.9871  3.91e-03  1.738e+07  88.906
CoI_2133         CoI        2133.4399  2.90e-04  9.333e+07  58.933
VII_2138         VII        2138.8301  5.13e-02  3.715e+08  49.947
FeI_2139         FeI        2139.2666  1.50e-03  1.148e+08  55.847
FeI_2140         FeI        2140.3724  1.35e-02  1.698e+08  55.847
VII_2141         VII        2141.7670  7.82e-03  1.820e+08  49.947
CaI_2151         CaI        2151.4718  1.26e-02  4.932e+07  39.963
CuI_2165         CuI        2165.7753  1.42e-01  1.072e+08  62.930
FeI_2167         FeI        2167.4532  1.50e-01  3.388e+08  55.847
VI_2171          VI         2171.4244  2.00e-02  1.000e+08  49.947
CoI_2175         CoI        2175.2805  4.94e-02  2.344e+08  58.933
MnI_2176         MnI        2176.7043  1.26e-04  7.413e+07  54.938
ScI_2178         ScI        2178.7152  8.91e-04  6.457e+06  44.956
CuI_2179         CuI        2179.6317  8.02e-02  6.166e+07  62.930
VI_2181          VI         2181.5913  6.31e-04  1.148e+08  49.947
CuI_2182         CuI        2182.4054  9.08e-02  1.288e+08  62.930
CoI_2184         CoI        2184.9997  2.74e-04  1.514e+07  58.933
VI_2185          VI         2185.2068  2.89e-03  1.148e+08  49.947
MnI_2185         MnI        2185.5865  7.16e-04  7.586e+07  54.938
FeI_2186         FeI        2186.9334  6.32e-04  6.166e+07  55.847
VI_2188          VI         2188.0713  9.79e-03  1.122e+08  49.947
VI_2188.7        VI         2188.7432  8.75e-04  1.072e+08  49.947
VI_2190          VI         2190.6299  1.42e-02  1.096e+08  49.947
CaI_2201         CaI        2201.4141  3.31e-02  2.600e+07  39.963
CoII_2203        CoII       2203.6746  3.10e-04  3.467e+08  58.933
FeI_2207         FeI        2207.7567  1.01e-04  2.188e+07  55.847
NiI_2208         NiI        2208.4275  1.36e-03  7.244e+08  57.935
SiI_2208         SiI        2208.6665  5.75e-02  6.918e+07  28.085
MnI_2209         MnI        2209.4967  6.34e-03  1.862e+08  54.938
FeI_2211         FeI        2211.3776  1.14e-04  6.026e+07  55.847
TiI_2212         TiI        2212.0718  1.74e-04  6.166e+07  45.953
MnI_2214         MnI        2214.5398  4.38e-03  1.905e+08  54.938
VI_2216          VI         2216.9390  3.38e-02  8.913e+07  49.947
TiI_2219         TiI        2219.0692  4.17e-03  6.310e+07  45.953
TiI_2222         TiI        2222.1394  1.60e-02  5.370e+07  45.953
MnI_2222         MnI        2222.5225  1.91e-02  1.950e+08  54.938
TiI_2223         TiI        2223.8768  1.59e-02  6.761e+07  45.953
CuI_2226         CuI        2226.3975  3.12e-02  4.365e+07  62.930
TiI_2230         TiI        2230.4181  1.14e-02  4.467e+07  45.953
VI_2241          VI         2241.3022  1.32e-04  2.138e+08  49.947
YII_2243         YII        2243.7301  1.26e+00  1.072e+09  88.906
NiI_2243         NiI        2243.9115  7.99e-04  7.244e+08  57.935
VI_2244          VI         2244.4382  2.24e-03  2.188e+08  49.947
CuI_2244         CuI        2244.9636  2.88e-03  2.692e+06  62.930
NiI_2245         NiI        2245.1464  4.14e-02  1.995e+08  57.935
VI_2246          VI         2246.4565  6.24e-03  2.188e+08  49.947
FeII_2249        FeII       2249.8754  1.82e-03  3.631e+08  55.847
FeI_2251         FeI        2251.4879  9.35e-04  4.898e+07  55.847
CoI_2252         CoI        2252.5384  2.96e-04  8.913e+07  58.933
TiI_2252         TiI        2252.7943  1.61e-04  2.754e+07  45.953
TiI_2255         TiI        2255.7328  4.92e-04  2.570e+07  45.953
NiI_2256         NiI        2256.5772  1.37e-03  6.026e+08  57.935
TiI_2258         TiI        2258.1403  1.14e-03  2.818e+07  45.953
FeI_2260         FeI        2260.2096  5.29e-03  4.898e+07  55.847
TiI_2260         TiI        2260.7239  1.17e-02  7.586e+07  45.953
FeII_2260        FeII       2260.7791  2.44e-03  2.884e+08  55.847
TiI_2261         TiI        2261.2963  1.36e-03  3.311e+07  45.953
