#
# line_tag	ion   wavelength  f	    gamma      mass

FeIIb_1145     FeIIb   1145.5063  0.00257061  2.954e+08  55.845
FeIIc_1146     FeIIc   1146.8234  0.01662253  1.557e+08  55.845
FeIIa_1146     FeIIa   1146.9520  0.00653808  2.743e+08  55.845
FeIIa_1147     FeIIa   1147.4094  0.02447569  3.742e+08  55.845
NiIIe_1147     NiIIe   1147.6343  0.00022116  3.074e+07  58.693
FeIIc_1148     FeIIc   1148.0699  0.03774388  2.954e+08  55.845
FeIIa_1148     FeIIa   1148.2772  0.08277989  4.348e+08  55.845
FeIIg_1148     FeIIg   1148.7333  0.00112637  2.756e+08  55.845
FeIIc_1148.9   FeIIc   1148.9487  0.00787700  3.908e+08  55.845
FeIId_1149     FeIId   1149.5802  0.03312771  2.954e+08  55.845
#CO_1150        CO      1150.1720  0.00243500  0.000e+00  28.010
#CO_1150.2      CO      1150.2150  0.00246600  0.000e+00  28.010
#CO_1150.27     CO      1150.2700  0.00251200  0.000e+00  28.010
FeIIb_1150     FeIIb   1150.2884  0.00573969  1.561e+08  55.845
#CO_1150.3      CO      1150.3240  0.00258300  0.000e+00  28.010
#CO_1150.37     CO      1150.3770  0.00271200  0.000e+00  28.010
#CO_1150.4      CO      1150.4300  0.00301400  0.000e+00  28.010
FeIId_1150     FeIId   1150.4614  0.06151518  3.908e+08  55.845
#CO_1150.48     CO      1150.4830  0.00452000  0.000e+00  28.010
#CO_1150.5      CO      1150.5850  0.00150700  0.000e+00  28.010
#CO_1150.6      CO      1150.6350  0.00180800  0.000e+00  28.010
#CO_1150.68     CO      1150.6850  0.00193700  0.000e+00  28.010
FeIIb_1150.6   FeIIb   1150.6856  0.02124094  2.743e+08  55.845
#CO_1150.7      CO      1150.7340  0.00200900  0.000e+00  28.010
#CO_1150.78     CO      1150.7820  0.00205400  0.000e+00  28.010
#CO_1150.8      CO      1150.8290  0.00208600  0.000e+00  28.010
FeIIb_1151     FeIIb   1151.1460  0.05907190  3.742e+08  55.845
FeIIc_1152     FeIIc   1152.4228  0.00228980  4.981e+07  55.845
PII_1152       PII     1152.8180  0.24500000  1.230e+09  30.974
FeIIc_1152.8   FeIIc   1152.8735  0.01321154  1.561e+08  55.845
FeIIc_1153     FeIIc   1153.2724  0.03649147  2.743e+08  55.845
FeIIIu_1153    FeIIIu  1153.8753  0.00013525  6.822e+08  55.845
FeIId_1153     FeIId   1153.9446  0.00529045  4.981e+07  55.845
FeIId_1154     FeIId   1154.3965  0.01826134  1.561e+08  55.845
NiIIb_1154     NiIIb   1154.4170  0.00140262  7.635e+06  58.693
FeIIh_1154     FeIIh   1154.6025  0.00127415  2.744e+08  55.845
FeIIIt_1159    FeIIIt  1159.4249  0.00012092  1.190e+09  55.845
NiIIc_1159     NiIIc   1159.5097  0.00084256  5.452e+06  58.693
NI_1159        NI      1159.8170  0.00000851  8.000e+08  14.007
NI_1160        NI      1160.9370  0.00000241  7.000e+08  14.007
CrIIf_1161     CrIIf   1161.6936  0.00032777  3.936e+08  51.996
MnII_1162      MnII    1162.0150  0.02400000  3.904e+07  54.938
CrIIf_1162     CrIIf   1162.1294  0.00013202  2.635e+08  51.996
NiIIb_1162     NiIIb   1162.7523  0.00064945  2.671e+06  58.693
NiIIc_1162     NiIIc   1162.7570  0.00010140  1.803e+07  58.693
MnII_1163      MnII    1163.3260  0.01800000  3.704e+07  54.938
NiIId_1163     NiIId   1163.6456  0.00065572  4.213e+06  58.693
MnII_1164      MnII    1164.2080  0.01100000  3.237e+07  54.938
GeII_1164      GeII    1164.2720  0.28000000  1.380e+09  72.612
NiIIb_1164     NiIIb   1164.2794  0.00262169  1.615e+07  58.693
FeIIi_1164     FeIIi   1164.4744  0.00510790  3.067e+08  55.845
CrIIf_1164     CrIIf   1164.6293  0.00081748  2.235e+08  51.996
KrI_1164       KrI     1164.8672  0.18800000  3.090e+08  83.801
NiIId_1165     NiIId   1165.7987  0.00024451  1.936e+07  58.693
FeIIIs_1166    FeIIIs  1166.0513  0.00025971  1.124e+09  55.845
CrIIf_1166     CrIIf   1166.1098  0.00023608  2.649e+08  51.996
NiIIc_1167     NiIIc   1167.0290  0.00011613  7.635e+06  58.693
FeIIIu_1168    FeIIIu  1168.0854  0.00029194  1.419e+09  55.845
FeIIi_1169     FeIIi   1169.1484  0.00097959  3.818e+08  55.845
FeIIi_1169.1   FeIIi   1169.1902  0.01001691  3.855e+08  55.845
NiIId_1170     NiIId   1170.1692  0.00016423  5.452e+06  58.693
FeIIj_1170     FeIIj   1170.2971  0.00287473  2.733e+08  55.845
FeIIi_1170     FeIIi   1170.4108  0.00017098  3.756e+08  55.845
FeIIj_1170.4   FeIIj   1170.4254  0.00137401  3.067e+08  55.845
NiIIe_1171     NiIIe   1171.1167  0.00022331  4.213e+06  58.693
NiIIc_1171     NiIIc   1171.2909  0.00267393  1.775e+07  58.693
NiIIe_1173     NiIIe   1173.2976  0.00354994  1.936e+07  58.693
NiIId_1173     NiIId   1173.4766  0.00266327  1.803e+07  58.693
FeIIi_1174     FeIIi   1174.0595  0.00068198  3.807e+08  55.845
FeIIk_1174     FeIIk   1174.2620  0.00179029  2.733e+08  55.845
FeIIj_1175     FeIIj   1175.1475  0.00731553  3.818e+08  55.845
CrIIf_1175     CrIIf   1175.2536  0.05052770  1.252e+09  51.996
FeIIe_1175     FeIIe   1175.6814  0.00368043  4.167e+08  55.845
FeIIj_1176     FeIIj   1176.4229  0.00228242  3.756e+08  55.845
FeIIl_1176     FeIIl   1176.5597  0.00037606  2.733e+08  55.845
NiIIc_1177     NiIIc   1177.1090  0.00084392  1.615e+07  58.693
FeIIj_1177     FeIIj   1177.3488  0.00020366  3.706e+08  55.845
CrIIf_1177     CrIIf   1177.6032  0.00852429  9.088e+08  51.996
CrIIf_1177.6   CrIIf   1177.6965  0.01231020  8.974e+08  51.996
CrIIf_1179     CrIIf   1179.9915  0.02709624  1.154e+09  51.996
FeIIj_1180     FeIIj   1180.1091  0.00328505  3.807e+08  55.845
FeIIk_1180     FeIIk   1180.4295  0.01074835  3.756e+08  55.845
NiIIe_1181     NiIIe   1181.0748  0.00117326  1.803e+07  58.693
FeIIk_1181     FeIIk   1181.3618  0.00320135  3.706e+08  55.845
FeIIi_1181     FeIIi   1181.3722  0.00037664  4.402e+08  55.845
FeIIe_1181     FeIIe   1181.8939  0.00051100  3.815e+08  55.845
NiIId_1182     NiIId   1182.1691  0.00106718  1.775e+07  58.693
FeIIj_1183     FeIIj   1183.3342  0.00040728  4.464e+08  55.845
FeIIf_1183     FeIIf   1183.4387  0.00084620  4.167e+08  55.845
FeIIl_1183     FeIIl   1183.6874  0.01596482  3.706e+08  55.845
FeIIi_1183     FeIIi   1183.8297  0.01281695  3.742e+08  55.845
FeIIi_1185     FeIIi   1185.1906  0.00056387  3.280e+08  55.845
FeIIf_1185     FeIIf   1185.7125  0.00281395  4.053e+08  55.845
FeIIi_1185.8   FeIIi   1185.8579  0.00146741  3.182e+08  55.845
FeIIi_1185.9   FeIIi   1185.9752  0.00011340  3.329e+08  55.845
FeIIj_1186     FeIIj   1186.1912  0.00048730  4.719e+08  55.845
FeIIk_1187     FeIIk   1187.3882  0.00029614  4.464e+08  55.845
FeIIi_1187     FeIIi   1187.4178  0.00496766  3.274e+08  55.845
FeIIj_1187     FeIIj   1187.4977  0.00261595  4.402e+08  55.845
FeIIi_1188     FeIIi   1188.1950  0.00067733  1.624e+08  55.845
ClI_1188       ClI     1188.7742  0.07280000  2.290e+08  35.453
FeIIf_1188     FeIIf   1188.8161  0.00041000  3.851e+08  55.845
GeIV_1189      GeIV    1189.0280  0.53000000  1.251e+09  72.612
FeIIk_1190     FeIIk   1190.2646  0.00115973  4.719e+08  55.845
SiII_1190      SiII    1190.4158  0.29200000  4.080e+09  28.085
FeIIk_1190.9   FeIIk   1190.9424  0.00036788  4.088e+08  55.845
FeIIj_1191     FeIIj   1191.3558  0.00083841  3.280e+08  55.845
FeIIg_1191     FeIIg   1191.4743  0.00112803  4.053e+08  55.845
FeIIj_1192     FeIIj   1192.0302  0.01045292  3.182e+08  55.845
FeIIj_1192.1   FeIIj   1192.1487  0.00135517  3.329e+08  55.845
FeIIIy_1192    FeIIIy  1192.5517  0.00013582  1.104e+09  55.845
FeIIj_1192.9   FeIIj   1192.9696  0.00010612  3.545e+08  55.845
SiII_1193      SiII    1193.2897  0.58200000  4.070e+09  28.085
FeIIl_1193     FeIIl   1193.3059  0.00027967  4.088e+08  55.845
SiIIa_1194     SiIIa   1194.5002  0.72700000  4.080e+09  28.085
FeIIg_1194     FeIIg   1194.6585  0.00265330  3.980e+08  55.845
FeIIk_1195     FeIIk   1195.0543  0.00079223  4.798e+08  55.845
FeIIh_1195     FeIIh   1195.4554  0.00013691  4.053e+08  55.845
FeIIk_1195.4   FeIIk   1195.4649  0.00591370  3.280e+08  55.845
FeIIk_1196     FeIIk   1196.2632  0.00376537  3.329e+08  55.845
FeIIk_1196.9   FeIIk   1196.9587  0.00017678  2.836e+08  55.845
FeIIk_1197     FeIIk   1197.0900  0.00101838  3.545e+08  55.845
MnII_1197      MnII    1197.1840  0.21700000  7.840e+08  54.938
SiIIa_1197     SiIIa   1197.3938  0.14500000  4.070e+09  28.085
FeIIl_1197     FeIIl   1197.4342  0.00362871  4.798e+08  55.845
FeIIl_1198     FeIIl   1198.0643  0.00023241  2.342e+08  55.845
FeIIh_1198     FeIIh   1198.6609  0.00115676  3.980e+08  55.845
SV_1199        SV      1199.1340  0.00010600  1.640e+05  32.067
FeIIl_1199     FeIIl   1199.3461  0.00055208  2.836e+08  55.845
MnII_1199      MnII    1199.3910  0.16900000  7.850e+08  54.938
FeIIl_1199.4   FeIIl   1199.4780  0.00586719  3.545e+08  55.845
NI_1199        NI      1199.5496  0.13200000  4.070e+08  14.007
NI_1200        NI      1200.2233  0.08690000  4.020e+08  14.007
NI_1200.7      NI      1200.7098  0.04320000  4.000e+08  14.007
FeIIh_1200     FeIIh   1200.8942  0.00251891  3.907e+08  55.845
MnII_1201      MnII    1201.1180  0.12100000  7.850e+08  54.938
CrIIf_1202     CrIIf   1202.5624  0.00010797  6.148e+08  51.996
CrIIf_1203     CrIIf   1203.7439  0.00049966  3.950e+08  51.996
FeIIi_1205     FeIIi   1205.6065  0.00019776  1.098e+08  55.845
FeIIIs_1206    FeIIIs  1206.4208  0.00014236  5.718e+08  55.845
SiIII_1206     SiIII   1206.5000  1.67000000  2.550e+09  28.085
FeIIIt_1206    FeIIIt  1206.8774  0.00026933  5.705e+08  55.845
CrIIe_1208     CrIIe   1208.3972  0.00011086  1.216e+08  51.996
FeIIIy_1208    FeIIIy  1208.4532  0.00043220  1.060e+09  55.845
FeIIIy_1209    FeIIIy  1209.2379  0.00040996  1.206e+09  55.845
FeIIi_1209     FeIIi   1209.4311  0.00073027  1.195e+08  55.845
FeIIIy_1211    FeIIIy  1211.3487  0.00015312  1.364e+09  55.845
FeIIk_1211     FeIIk   1211.7040  0.00035000  1.048e+08  55.845
FeIIk_1211.8   FeIIk   1211.8376  0.00043154  1.376e+08  55.845
FeIIj_1211     FeIIj   1211.9865  0.00143368  1.098e+08  55.845
FeIIj_1212     FeIIj   1212.0195  0.00102191  1.743e+08  55.845
CrIIf_1212     CrIIf   1212.7257  0.00780557  3.609e+08  51.996
CrIId_1212     CrIId   1212.9248  0.00036394  7.628e+07  51.996
FeIIIx_1212    FeIIIx  1212.9518  0.00012816  9.084e+08  55.845
FeIIi_1212     FeIIi   1212.9659  0.00118674  1.086e+08  55.845
FeIIi_1213     FeIIi   1213.1328  0.00303386  7.718e+07  55.845
FeIIk_1213     FeIIk   1213.7384  0.00563205  1.028e+08  55.845
FeIIj_1213     FeIIj   1213.7593  0.00500644  8.788e+07  55.845
CrIIc_1213     CrIIc   1213.9681  0.00020268  7.647e+07  51.996
FeIIk_1214     FeIIk   1214.0675  0.00198886  2.132e+08  55.845
FeIIl_1214     FeIIl   1214.1507  0.00897321  1.048e+08  55.845
FeIIl_1214.2   FeIIl   1214.2850  0.00129986  1.376e+08  55.845
CrIId_1214     CrIId   1214.2940  0.00245937  7.440e+07  51.996
FeIIi_1214     FeIIi   1214.3983  0.00128904  8.824e+07  55.845
FeIII_1214     FeIII   1214.5665  0.00023911  6.538e+08  55.845
CrIIc_1214     CrIIc   1214.9967  0.00033051  1.635e+08  51.996
DI_1215        DI      1215.3394  0.41650000  6.270e+08   1.008
HI_1215        HI      1215.6700  0.41640000  6.265e+08   1.008
CrIIe_1215     CrIIe   1215.7647  0.00131189  7.628e+07  51.996
FeIIj_1215     FeIIj   1215.8519  0.00122786  1.195e+08  55.845
FeIIj_1215.9   FeIIj   1215.9850  0.00014779  7.010e+07  55.845
FeIIk_1216     FeIIk   1216.2395  0.00070192  1.098e+08  55.845
CrIId_1216     CrIId   1216.2720  0.00017166  7.647e+07  51.996
FeIIk_1216.2   FeIIk   1216.2728  0.00057665  1.743e+08  55.845
CrIIc_1216     CrIIc   1216.3128  0.00703854  2.007e+08  51.996
FeIIj_1216     FeIIj   1216.5221  0.00014112  5.628e+08  55.845
CrIIe_1217     CrIIe   1217.1403  0.00883977  7.440e+07  51.996
FeIIk_1217     FeIIk   1217.1519  0.00046310  2.220e+08  55.845
CrIId_1217     CrIId   1217.3046  0.00022661  1.635e+08  51.996
CrIIa_1217     CrIIa   1217.4882  0.00011867  1.066e+08  51.996
CrIIc_1217     CrIIc   1217.7573  0.00185201  1.390e+08  51.996
FeIIi_1217     FeIIi   1217.8483  0.00051144  2.436e+08  55.845
CrIIb_1217     CrIIb   1217.8510  0.01494287  1.874e+08  51.996
FeIIj_1218     FeIIj   1218.0882  0.00012591  6.347e+07  55.845
FeIIi_1218     FeIIi   1218.2126  0.00260877  1.130e+08  55.845
OV_1218        OV      1218.3440  0.00000148  2.210e+03  15.999
CrIIb_1218     CrIIb   1218.5381  0.00202357  1.066e+08  51.996
CrIId_1218     CrIId   1218.6008  0.00020037  7.648e+07  51.996
CrIId_1218.6   CrIId   1218.6257  0.01632004  2.007e+08  51.996
CrIIa_1218     CrIIa   1218.9065  0.03853571  2.484e+08  51.996
CrIIe_1219     CrIIe   1219.1276  0.00026027  7.647e+07  51.996
CrIIa_1219     CrIIa   1219.4097  0.00195959  7.703e+07  51.996
FeIIj_1219     FeIIj   1219.4244  0.00030617  1.086e+08  55.845
CrIIc_1219     CrIIc   1219.5626  0.01632284  1.874e+08  51.996
FeIIl_1219     FeIIl   1219.6207  0.00047724  2.220e+08  55.845
CrIIb_1219     CrIIb   1219.9588  0.01860942  2.484e+08  51.996
CrIId_1220     CrIId   1220.0757  0.01409365  1.390e+08  51.996
CrIIe_1220     CrIIe   1220.1650  0.02089245  1.635e+08  51.996
CrIIc_1220     CrIIc   1220.2516  0.00833436  1.066e+08  51.996
CrIIb_1220     CrIIb   1220.3836  0.00098136  1.069e+08  51.996
CrIIb_1220.4   CrIIb   1220.4630  0.00348378  7.703e+07  51.996
FeIIIy_1220    FeIIIy  1220.6836  0.00071845  9.192e+08  55.845
FeIIj_1220     FeIIj   1220.8719  0.00110543  8.824e+07  55.845
FeIIIy_1221    FeIIIy  1221.0234  0.00090080  1.011e+09  55.845
CrIId_1221     CrIId   1221.3991  0.00011714  3.174e+07  51.996
CrIIe_1221     CrIIe   1221.4924  0.01064792  2.007e+08  51.996
CrIIc_1221     CrIIc   1221.6764  0.00353546  2.484e+08  51.996
FeIIIy_1221.8  FeIIIy  1221.8529  0.00025785  1.032e+09  55.845
CrIId_1221.8   CrIId   1221.8879  0.00386125  1.874e+08  51.996
FeIIIy_1222    FeIIIy  1222.0545  0.00065827  1.152e+09  55.845
CrIIc_1222     CrIIc   1222.1023  0.00284378  1.069e+08  51.996
CrIIc_1222.2   CrIIc   1222.2155  0.00027144  3.375e+07  51.996
FeIIk_1222     FeIIk   1222.3840  0.00073255  6.347e+07  55.845
FeIIl_1222     FeIIl   1222.7475  0.00038644  7.010e+07  55.845
FeIIl_1223     FeIIl   1223.2907  0.00034192  5.628e+08  55.845
CrIIb_1223     CrIIb   1223.3378  0.00060917  3.421e+07  51.996
CrIIb_1223.8   CrIIb   1223.8731  0.00085785  8.179e+07  51.996
CrIIe_1224     CrIIe   1224.2788  0.00028314  3.174e+07  51.996
CrIId_1224     CrIId   1224.4373  0.00460228  1.069e+08  51.996
CrIIf_1225     CrIIf   1225.0482  0.00049950  2.635e+08  51.996
CrIIc_1225     CrIIc   1225.1557  0.00021004  2.189e+08  51.996
CrIIa_1225     CrIIa   1225.3005  0.00135956  3.999e+07  51.996
CrIIc_1225.6   CrIIc   1225.6016  0.00201182  8.179e+07  51.996
CrIId_1227     CrIId   1227.4112  0.00131456  3.421e+07  51.996
CrIIe_1227     CrIIe   1227.4455  0.00142215  3.375e+07  51.996
CrIIc_1228     CrIIc   1228.0996  0.00054119  3.999e+07  51.996
GeIV_1229      GeIV    1229.8400  0.25600000  1.131e+09  72.612
CrIIf_1232     CrIIf   1232.0802  0.00416036  2.942e+08  51.996
CrIIe_1232     CrIIe   1232.3321  0.00062841  4.454e+07  51.996
CrIId_1232     CrIId   1232.4331  0.00057215  4.419e+07  51.996
CrIIc_1232     CrIIc   1232.6043  0.00052239  4.383e+07  51.996
CrIIb_1232     CrIIb   1232.8738  0.00045121  4.351e+07  51.996
CrIIa_1233     CrIIa   1233.2661  0.00037579  4.312e+07  51.996
CrIIa_1234     CrIIa   1234.1562  0.00040648  4.306e+07  51.996
CrIIb_1234     CrIIb   1234.3434  0.00026954  4.312e+07  51.996
CrIIc_1234     CrIIc   1234.6280  0.00018603  4.351e+07  51.996
CrIId_1234     CrIId   1234.9796  0.00011525  4.383e+07  51.996
KrI_1235       KrI     1235.8380  0.20400000  2.980e+08  83.801
GeII_1237      GeII    1237.0591  1.23000000  2.680e+09  72.612
NV_1238        NV      1238.8210  0.15630000  3.400e+08  14.007
CrIIa_1239     CrIIa   1239.9184  0.00365566  2.813e+08  51.996
MgII_1239      MgII    1239.9253  0.00063200  1.370e+06  24.305
MgII_1240      MgII    1240.3947  0.00035600  1.540e+06  24.305
H2O_1240       H2O     1240.9490  0.00000000  0.000e+00   0.000
CrIIb_1241     CrIIb   1241.0074  0.00251682  2.813e+08  51.996
CrIIc_1242     CrIIc   1242.1518  0.00481160  4.603e+08  51.996
CrIIc_1242.7   CrIIc   1242.7847  0.00109143  2.813e+08  51.996
NV_1242        NV      1242.8040  0.07783000  3.360e+08  14.007
CrIIb_1244     CrIIb   1244.0078  0.01827146  4.595e+08  51.996
CrIId_1244     CrIId   1244.5641  0.02171314  4.603e+08  51.996
CrIIa_1245     CrIIa   1245.7405  0.05770100  4.505e+08  51.996
CrIIc_1245     CrIIc   1245.7937  0.03699695  4.595e+08  51.996
CrIIb_1246     CrIIb   1246.8397  0.04032217  4.505e+08  51.996
CrIIe_1247     CrIIe   1247.5542  0.06066926  4.603e+08  51.996
CrIId_1248     CrIId   1248.2202  0.03889315  4.595e+08  51.996
CrIIc_1248     CrIIc   1248.6338  0.01776480  4.505e+08  51.996
FeIIm_1249     FeIIm   1249.7935  0.00340344  3.818e+08  55.845
SII_1250       SII     1250.5840  0.00543000  4.630e+07  32.067
FeIIm_1251     FeIIm   1251.2362  0.00026289  3.756e+08  55.845
NiII_1252      NiII    1252.7713  0.00021898  2.257e+08  58.693
SII_1253       SII     1253.8110  0.01090000  4.620e+07  32.067
FeIIn_1254     FeIIn   1254.3557  0.00072538  3.756e+08  55.845
SiI_1255       SiI     1255.2720  0.22000000  3.106e+08  28.085
FeIIm_1255     FeIIm   1255.4071  0.01083784  3.807e+08  55.845
FeIIm_1259     FeIIm   1259.0576  0.00610803  4.464e+08  55.845
FeIIo_1259     FeIIo   1259.0702  0.00013072  3.706e+08  55.845
SII_1259       SII     1259.5180  0.01660000  4.650e+07  32.067
SiII_1260      SiII    1260.4221  1.18000000  2.950e+09  28.085
FeII_1260      FeII    1260.5358  0.02020146  1.232e+09  55.845
FeIIn_1262     FeIIn   1262.2162  0.00303830  4.464e+08  55.845
FeIIm_1262     FeIIm   1262.2923  0.00200189  4.719e+08  55.845
FeIIm_1263     FeIIm   1263.0545  0.00110022  4.088e+08  55.845
AsII_1263      AsII    1263.7700  0.25900000  3.610e+08  74.922
SiIIa_1264     SiIIa   1264.7377  1.05000000  2.930e+09  28.085
SiIIa_1265     SiIIa   1265.0020  0.11700000  2.950e+09  28.085
CrIIf_1265     CrIIf   1265.0181  0.00238003  4.245e+08  51.996
FeIIn_1265     FeIIn   1265.4673  0.00337450  4.719e+08  55.845
FeIIIy_1266    FeIIIy  1266.1111  0.00025380  9.114e+08  55.845
FeIIn_1266     FeIIn   1266.2333  0.00975955  4.088e+08  55.845
FeIIa_1266     FeIIa   1266.6797  0.00745713  1.232e+09  55.845
FeIIa_1267     FeIIa   1267.4250  0.01416114  1.254e+09  55.845
FeIIm_1268     FeIIm   1268.1425  0.00691982  3.280e+08  55.845
FeIIm_1268.9   FeIIm   1268.9066  0.00010622  3.182e+08  55.845
FeIIm_1269     FeIIm   1269.0408  0.00533605  3.329e+08  55.845
FeIIn_1269     FeIIn   1269.3556  0.00268143  4.078e+08  55.845
FeIIm_1269.8   FeIIm   1269.8235  0.00383574  2.836e+08  55.845
FeIIo_1269     FeIIo   1269.9584  0.00397518  4.088e+08  55.845
FeIIm_1269.9   FeIIm   1269.9713  0.00047555  3.545e+08  55.845
FeIIIy_1270    FeIIIy  1270.6915  0.00049868  9.377e+08  55.845
FeIIb_1271     FeIIb   1271.2351  0.00168631  1.232e+09  55.845
FeIIn_1271     FeIIn   1271.3470  0.00654287  3.280e+08  55.845
FeIIn_1271.5   FeIIn   1271.5924  0.00836356  2.342e+08  55.845
FeIIb_1271.9   FeIIb   1271.9857  0.01372959  1.254e+09  55.845
FeIIn_1272     FeIIn   1272.2498  0.01117509  3.329e+08  55.845
FeIIb_1272     FeIIb   1272.6172  0.00721964  1.256e+09  55.845
FeIIn_1273     FeIIn   1273.0365  0.00229853  2.836e+08  55.845
FeIIo_1273     FeIIo   1273.0992  0.00933109  4.078e+08  55.845
FeIIn_1273.1   FeIIn   1273.1850  0.00132694  3.545e+08  55.845
#H2_1274        H2      1274.5370  0.00000000  0.000e+00   0.000
FeIIo_1274     FeIIo   1274.6352  0.00075511  4.798e+08  55.845
#H2_1274.9      H2      1274.9220  0.00000000  0.000e+00   0.000
FeIIc_1275     FeIIc   1275.1474  0.00683802  1.254e+09  55.845
FeIIo_1275     FeIIo   1275.3492  0.00634027  2.342e+08  55.845
FeIIc_1275.7   FeIIc   1275.7820  0.01647150  1.256e+09  55.845
FeIIc_1275.8   FeIIc   1275.8225  0.00016351  4.971e+08  55.845
#H2_1276        H2      1276.3250  0.00000000  0.000e+00   0.000
#CI 1776,1277
CI_1276        CI      1276.4822  0.00589000  8.790e+07  12.011
CIa_1276       CIa     1276.7498  0.00252000  8.790e+07  12.011
CIb_1277.2     CIb     1277.1900  0.00026600  8.790e+07  12.011
CI_1277        CI      1277.2380  0.08530000  2.320e+08  12.011
CIa_1277       CIa     1277.2823  0.07060000  2.589e+08  12.011
CIa_1277.5     CIa     1277.5130  0.02230000  2.590e+08  12.011
CIb_1277       CIb     1277.5496  0.07920000  2.589e+08  12.011
CIb_1277.7     CIb     1277.7229  0.01550000  2.589e+08  12.011
CIb_1277.9     CIb     1277.9540  0.00087200  2.589e+08  12.011
CIa_1279       CIa     1279.0560  0.00160000  1.100e+07  12.011
CIb_1279.2     CIb     1279.2286  0.00378000  1.100e+07  12.011
CIb_1279.5     CIb     1279.4980  0.00055000  1.100e+07  12.011
# CI_1280
CIa_1279.9     CIa     1279.8904  0.01260000  1.143e+08  12.011
CI_1280        CI      1280.1352  0.02630000  1.060e+08  12.011
CIb_1280       CIb     1280.3328  0.01420000  1.143e+08  12.011
CIa_1280       CIa     1280.4042  0.00426000  1.063e+08  12.011
CIa_1280.5     CIa     1280.5970  0.00674000  1.047e+08  12.011
CIb_1280.8     CIb     1280.8470  0.00491000  1.063e+08  12.011
FeIIo_1283     FeIIo   1283.0610  0.00043785  3.563e+08  55.845
FeIIIy_1284    FeIIIy  1284.2310  0.00379799  1.688e+09  55.845
CrIIf_1285     CrIIf   1285.9122  0.00301958  2.862e+08  51.996
FeIIIy_1286    FeIIIy  1286.6468  0.00680058  1.694e+09  55.845
CrIIf_1287     CrIIf   1287.9921  0.01425140  2.937e+08  51.996
FeIIm_1288     FeIIm   1288.7244  0.00051045  1.028e+08  55.845
FeIIm_1289     FeIIm   1289.0955  0.00302292  2.132e+08  55.845
FeIIn_1289     FeIIn   1289.8804  0.00011923  1.376e+08  55.845
#HCl_1290       HCl     1290.2570  0.00000000  0.000e+00   0.000
FeIIIy_1291    FeIIIy  1291.2738  0.01060434  1.714e+09  55.845
FeIIm_1291     FeIIm   1291.5445  0.00105038  1.098e+08  55.845
FeIIm_1291.5   FeIIm   1291.5820  0.00225094  1.743e+08  55.845
FeIIn_1292     FeIIn   1292.0339  0.00080715  1.028e+08  55.845
FeIIn_1292.4   FeIIn   1292.4068  0.00125963  2.132e+08  55.845
FeIIm_1293     FeIIm   1293.5578  0.00041477  8.788e+07  55.845
FeIIo_1293     FeIIo   1293.5937  0.00217265  1.048e+08  55.845
FeIIo_1293.7   FeIIo   1293.7462  0.00456716  1.376e+08  55.845
FeIIIy_1294    FeIIIy  1294.5585  0.00020789  9.084e+08  55.845
FeIIn_1294     FeIIn   1294.9062  0.00666191  1.743e+08  55.845
SI_1295        SI      1295.6531  0.08760000  4.900e+08  32.067
TiIII_1295     TiIII   1295.8840  0.06680000  2.655e+08  47.867
FeIIn_1295     FeIIn   1295.9028  0.00068862  2.220e+08  55.845
FeIIm_1296     FeIIm   1296.0861  0.00049867  7.010e+07  55.845
SI_1296        SI      1296.1740  0.02220000  2.700e+08  32.067
FeIIo_1296     FeIIo   1296.2879  0.01289880  2.132e+08  55.845
FeIIm_1296.6   FeIIm   1296.6964  0.02907421  5.628e+08  55.845
TiIII_1298     TiIII   1298.6970  0.09510000  6.266e+08  47.867
FeIIo_1298     FeIIo   1298.8022  0.00019120  1.743e+08  55.845
FeIIn_1299     FeIIn   1299.2815  0.00362178  1.195e+08  55.845
FeIIn_1299.4   FeIIn   1299.4336  0.00056960  7.010e+07  55.845
FeIIo_1299     FeIIo   1299.8049  0.00027103  2.220e+08  55.845
FeIIm_1299     FeIIm   1299.9942  0.00248981  1.086e+08  55.845
FeIIn_1300     FeIIn   1300.0470  0.02267867  5.628e+08  55.845
#CO_1301        CO      1301.4030  0.00000000  0.000e+00  28.010
FeIIm_1301     FeIIm   1301.6396  0.00089074  8.824e+07  55.845
PII_1301       PII     1301.8743  0.01270000  4.820e+07  30.974
OI_1302        OI      1302.1685  0.04800000  5.650e+08  15.999
FeIIp_1302     FeIIp   1302.7959  0.00019665  4.402e+08  55.845
FeIIo_1303     FeIIo   1303.3569  0.00019356  7.010e+07  55.845
FeIIo_1303.9   FeIIo   1303.9741  0.02034311  5.628e+08  55.845
SiII_1304      SiII    1304.3702  0.08630000  1.010e+09  28.085
OIa_1304       OIa     1304.8576  0.04780000  5.650e+08  15.999
FeIIp_1305     FeIIp   1305.7852  0.00022496  3.742e+08  55.845
OIb_1306       OIb     1306.0286  0.04780000  5.650e+08  15.999
NiII_1308      NiII    1308.8657  0.00272253  4.167e+08  58.693
SiIIa_1309     SiIIa   1309.2757  0.08600000  1.010e+09  28.085
FeIIp_1310     FeIIp   1310.1520  0.00033198  3.274e+08  55.845
FeIIq_1311     FeIIq   1311.7638  0.00047726  4.402e+08  55.845
FeIIm_1313     FeIIm   1313.1718  0.00013013  4.494e+08  55.845
FeIIIy_1314    FeIIIy  1314.6044  0.00048970  1.019e+09  55.845
